p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,ch,x,y,z
-1.3733913041272814,-3.7527904473811127,-3.2313665123032287,-1.2225318144657962,-3.5826090505859653,-4.917661246457605,-0.7807483113493845,-2.4467847907998745,-3.541533662051286,-0.9172735070822569,-2.91390450794718,-1.3578052658308764,-3.1449603387482696,-3.4555454574293663,-3.249334466146138,-6.102007876489441,8,-0.0109,0.0167,0.0041
-1.0085492796682338,-3.3026117665788277,-3.011893379958263,-1.6387860154244152,-5.630963681782212,-6.132327311318242,-1.2158503555807982,-2.004917476362799,-2.952097632307378,-0.7487839669275047,-1.4322416168652197,-0.19210796643869088,-4.683509930873633,-3.621404793820389,-0.1638875971805014,-6.111795037269211,5,-0.0093,0.0144,0.0031
-5.402069699282389,-6.099617795060723,-5.71613884027192,-0.30759852560615997,-1.3573853862738332,-4.161497083287564,-2.878890564075256,-3.4281238009269046,-0.3500294819227179,-3.551939643580198,-4.115819068554899,-4.153975862656516,-0.06512516333437901,-1.5234135724312097,-3.60439099702851,-4.891228333449664,36,-0.0131,0.013,0.003
-6.26467309680201,-0.7611877208461628,-0.43834757563283233,-2.4734651763606728,-4.080879477785956,-0.9762226848805682,-5.290111175133163,-6.0725954736597885,-1.6641902968981768,-3.9917582957104827,-5.886086190219089,-3.881287919260174,-3.1284818475844958,-0.4481414238550485,-5.398483895944274,-0.45629391758097526,20,-0.0152,0.0133,0.0024
-3.8444437719859756,-6.012028786150644,-5.3937520503614635,-4.1500167806652275,-0.0797997102743011,-4.804101869901395,-5.14675097195898,-5.934181460436697,-5.6786426840116135,-5.103819282848917,-6.073806518773637,-3.9942723672152454,-1.5026721122179936,-0.6874417628763432,-3.544827199899075,-2.3803877922791017,5,-0.0163,0.0135,0.003
-3.7881001155772935,-4.731739958972163,-4.390760746511091,-0.08175806194420332,-1.0889518153235755,-5.012641811636001,-2.6207290341849827,-3.4721326190460857,-5.390469645529009,-0.8378033016006583,-3.541076987777082,-2.0661183458343544,-0.41334568021639484,-4.766208869847773,-3.0271639741994747,-3.672858712521162,21,-0.0141,0.0098,0.003
-2.499837023860419,-4.925960738757631,-4.792716930874807,-3.5805833801595472,-1.4141052372262806,-2.2526773436589096,-2.8014703186072154,-3.3877830184942823,-4.441109616655446,-0.09236701205998088,-3.8158742066843274,-2.0224756030373783,-0.28396163546940656,-5.227086404135974,-2.010814355522971,-1.4994326126764044,4,-0.0113,0.0112,0.004
-3.5913496291003355,-3.7019578762688212,-4.7403836096840894,-4.066834144604492,-3.6339521340516328,-4.198955718092925,-0.8865858422292305,-2.901740253760771,-3.8412695097239506,-4.822370303694271,-3.6128023529376705,-0.33337725508213367,-6.175169392787161,-3.8603358981808498,-2.702368837128816,-4.078184928032435,29,-0.0099,0.0135,0.0036
-1.7485815950799974,-4.062356298336098,-3.3926570273272105,-1.9397518221443377,-4.300376432577515,-6.012163804766935,-1.1810086981092596,-2.706185916570412,-4.624343720740711,-3.6730308281788098,-3.4170622395058956,-1.649061652785484,-3.8563154877098498,-4.0332402461394,-3.6653935894487155,-6.0629445900710515,8,-0.0117,0.0116,0.0022
-1.5246394624037762,-2.2371794542450303,-1.9644378121299493,-1.0436003507112588,-1.3418830807646813,-2.853743310010522,-0.06084613698098451,-0.8052133249767195,-2.0069277314516967,-5.408057534448567,-0.597191865314521,-5.412091185084051,-4.645335257917864,-1.7754260977039706,-0.3949782601415066,-1.9148706166219327,19,-0.0132,0.0112,-0.001
-1.6498412423559117,-2.410207464970515,-2.7156383174140437,-2.317437962617653,-2.094621128524352,-0.2924958717812842,-0.3783852696770822,-0.9612335462568353,-1.443122467934252,-1.2708217781847964,-0.9503785744626398,-2.467365418159332,-4.639709464975724,-2.079979917680724,-1.0308655164092997,-2.13677404797064,30,-0.012,0.0106,-0.0027
-4.590141715613907,-2.791049505906688,-3.2136005616417602,-3.715125348217411,-5.322015326857084,-5.138865377878005,-0.5059659166959563,-2.5023787366861754,-3.322022143535925,-5.787260966958911,-1.1007270111951186,-0.800900890977374,-5.145688320783478,-2.813479641241045,-1.5846401826687426,-4.125661660089989,14,-0.0091,0.0096,-0.0022
-2.7248462374053695,-2.396793187155353,-3.407610958668924,-2.9558191057230694,-2.0811593343016312,-2.8021759771562245,-5.088237347260112,-0.8283019835189478,-2.4999386466614553,-4.134676475989494,-1.8165934776602128,-4.245511206332608,-4.719581867631426,-2.476409307242278,-1.323862515640993,-3.5936121996296464,28,-0.0078,0.0071,-0.0034
-3.2631839235123614,-4.413053127408855,-4.156555753390544,-6.237935924781105,-6.119449468299578,-5.558192692463919,-2.134356841269806,-3.2226847043321456,-5.035549700439141,-0.25245219413457676,-2.48356738597883,-1.7877216074586428,-6.1734457761491655,-4.693015982558698,-2.564888061179456,-1.6727987896451815,23,-0.0093,0.0059,-0.005
-5.980878098825293,-0.4129210571882709,-0.7272077771763144,-2.4666215293181253,-2.3211419665636868,-2.0637032208194697,-4.702219224861487,-5.9249941958143,-1.3743754020259402,-2.9464988591865477,-4.531737845012671,-4.195732057406239,-2.455587095943276,-1.188954512565573,-5.261071215975058,-1.6861404227677923,24,-0.0089,0.0025,-0.0073
-2.2292487001052663,-4.295422740222641,-4.056554949148644,-3.2758760110917677,-0.1764928863854891,-1.2415998786065998,-2.206524135503031,-3.076962682719831,-6.164879070671233,-0.0028837217993356035,-3.904794727151078,-1.9820838097472944,-5.911090746558884,-5.228838946160536,-0.2891784007480922,-0.914010875157441,6,-0.0001,0.005,-0.0066
-1.476430962653339,-2.466059062254086,-2.5308315058518502,-2.155189476669463,-1.7174989656261204,-2.077210582998653,-5.5768198918175145,-1.228326915305729,-2.0863825287650357,-3.6046403615141287,-1.7463085169141905,-4.30970135820192,-4.605509523308569,-1.9861370603408943,-0.9965964245366337,-1.8822574875688254,30,0.0027,0.0047,-0.0073
-4.6374888016163425,-5.678570638739082,-4.921041631952193,-5.336693739007185,-0.15480734240179572,-3.3580546662146773,-2.295482838708935,-3.0983092377937638,-5.307893493198783,-3.4325247997451953,-3.7279302411366544,-2.591550574732686,-0.05553270867529392,-1.7181006658967846,-3.003185928196679,-3.744255206850724,35,0.0041,0.0047,-0.0086
-1.3390964862727728,-2.5453009389685057,-2.1554990940990617,-2.5222818033357974,-5.650833823101088,-0.8974026737297578,-0.22071311107286817,-1.152193971617244,-1.5781633787974627,-5.069037136017499,-1.2676519317159176,-0.5876448420005289,-4.674731012643967,-2.3462067325061398,-0.663687712684002,-0.9961277505744945,1,0.0061,0.0027,-0.0132
-4.399228463322096,-4.860374240904058,-0.019124274970794275,-6.1312655769361974,-5.6653091982884405,-5.9433519548764195,-2.2875919501550186,-4.008528181569112,-5.304463840633957,-1.4574559086754846,-6.241893232435601,-1.734681771829088,-1.6361696377812933,-5.497282513518286,-4.507339657479051,-5.947669744347831,26,0.0067,0.0047,-0.0122
-5.738415019589766,-0.6729466188690267,-1.4012913105695368,-3.299591687094548,-6.002539928951904,-4.799283807187344,-4.246320332058907,-1.0366316981127994,-1.9115040200291702,-2.329860271961664,-0.3231228345326045,-6.015858347191944,-4.759476236961973,-1.3040999979457553,-0.5262833931604831,-3.3674379464519646,11,0.0079,0.0054,-0.0066
-2.8115348505505935,-3.866227656933958,-3.9208017934424806,-3.5019276511750874,-3.126743342288762,-3.498276008328581,-0.6558517054371009,-2.570153675898844,-3.47151875084991,-4.807835831460579,-3.076366146382199,-5.609609243658539,-6.025702260107835,-3.4158114625242177,-2.345354674376182,-3.1804821099175697,30,0.0072,0.0063,-0.007
-1.0886048350517399,-3.4435629715359326,-2.7509961266688165,-0.9222974481525412,-3.441356844442666,-5.195537032754068,-0.5316674183797403,-2.8074489948534236,-4.423931927265741,-5.121502963855377,-2.814664519595489,-2.221389071407579,-1.9977529519395247,-3.400637497088006,-2.9975496146198317,-5.331286305216096,9,0.0048,0.0066,-0.0088
-0.15653145838970062,-2.123159392692912,-1.5802670863595427,-1.0933872518395802,-4.976446767504029,-5.123235096617172,-5.738342958811749,-0.5507918799474254,-0.7913776262145191,-3.924135635323779,-0.9234733194503804,-5.895953346595952,-3.6766431761509537,-1.7158364213945134,-5.804336797095075,-5.871333126238646,2,0.0059,0.0058,-0.0101
-1.8924542883640534,-1.3054852315108398,-1.2628157357713476,-1.4132955468631287,-1.9912139758539737,-2.626391351572913,-4.729649012840518,-0.6738402349552217,-1.2051227676599936,-6.164345821215925,-0.1272234545287887,-5.540687503118853,-3.9717985247119856,-1.5381284102907813,-0.018494648503352806,-2.2350726905073053,16,0.004,0.0091,-0.0049
-4.081258337394516,-2.6019558124309725,-2.978802312988279,-3.1625449231143676,-4.6757630943601,-4.615936876490814,-0.23661692394072986,-2.0871181755963804,-3.0208096306677064,-3.034260995955478,-0.9282725648370231,-0.7133560978979006,-5.2744498099500206,-3.051566265991788,-1.5967694022718675,-3.8439145795744167,15,0.0024,0.0088,-0.0061
-5.219365971674701,-4.3835051374557885,-4.508773382963284,-4.6040283215580455,-5.699153266895422,-6.067726372349114,-1.9270319308759198,-4.163085804836889,-4.610198622772678,-3.6262406101676703,-3.496011059384365,-2.7599736093506166,-1.083014212140263,-4.913053324772875,-3.3270760646842596,-5.431634436138566,16,-0.0009,0.0113,-0.0051
-0.887797284357223,-2.0362306902656435,-1.6214665745622892,-5.412913383690471,-1.7094020761999928,-3.268076298126182,-5.503902521249792,-1.7695775590347296,-3.033353888080647,-0.524310186984394,-1.554135385083292,-1.0173878059549395,-0.04750631457854837,-2.181008272668315,-1.603031055026804,-4.03184397383146,10,-0.0023,0.0116,-0.0038
-3.297230739911164,-3.957235387987481,-4.341806965745533,-3.7337805141883944,-3.343864575664135,-3.7866498149104686,-0.5359320377213947,-2.5849288680604943,-3.48060880292752,-5.0759495097854455,-3.313351401272925,-6.165436870426639,-6.057174267211149,-3.4789391418166247,-2.3624723725748993,-3.7685578814184595,29,-0.0087,0.0144,0.0016
-0.6648172225531432,-1.7028017595068299,-2.7734105697285543,-4.69519279185182,-0.6905280532455791,-5.902643706391565,-5.186379066955475,-1.938540948991907,-2.9599558387200773,-1.1544190617215122,-1.1743749562666537,-0.6095001516184197,-5.7347243615529635,-2.375845435949543,-1.692550120407759,-4.016609291504857,11,-0.0129,0.0161,0.0008
-4.738825202802829,-5.677391048246829,-5.57680850667286,-5.42603698883083,-4.999300488758259,-5.375259809801953,-2.73772671861051,-4.486699661187082,-5.414956087208225,-0.6360779375193744,-4.906112173650968,-3.365967225899041,-1.577841071358474,-5.3106364024353,-4.282262859421607,-4.615962699364516,31,-0.0117,0.0143,0.0037
-0.5970289710319889,-1.1916474371854022,-1.0305657214129162,-3.393805645306415,-3.318599863770743,-3.017782413291158,-5.736246939617068,-0.5460854301597351,-2.306899860405366,-3.8305906659537357,-5.572324604631625,-5.175394164523645,-3.329804064405266,-2.1002266101381935,-6.184131491715281,-2.971290311717034,24,-0.0122,0.0145,0.0009
-6.1726291381120255,-1.3603699432048693,-0.762387073956015,-0.9111393411101716,-4.713672090677008,-5.896995736304504,-5.140877403359482,-6.226334821212454,-0.49183541796188734,-3.7425783462073525,-6.245250256690738,-5.537429907200128,-3.3412070560858993,-0.8425495479150129,-5.493039004475612,-5.649319013685421,1,-0.0127,0.0114,0.0026
-5.914555837079398,-0.312412855379506,-0.17867010711040976,-3.3317553650848257,-4.379676923767612,-1.2624457789776287,-4.508714964036251,-5.425070376983747,-0.9349367203111143,-3.4074517490101925,-4.959301426889709,-3.5558591126369095,-2.7473570402093443,-0.040220281471015085,-5.116943639232783,-6.1600239844865605,20,-0.0148,0.0109,0.0035
-1.4767575196564344,-5.520813980984844,-0.08337483542665325,-0.3330376275171716,-2.915042292407648,-1.5380548454653251,-2.5715920305839433,-5.2724007565396676,-6.146168880144906,-3.5286594534381237,-4.008549961096726,-3.7815497575451644,-2.110232241231408,-6.013156466162169,-4.705291895729097,-0.8251919407037889,14,-0.0142,0.0099,0.0011
-5.990061605814589,-4.812243320165077,-0.4523186689175347,-0.23011079916823718,-6.066617963117544,-0.36496101935905045,-3.0598267063784164,-4.736520695302737,-5.913231372413648,-1.807610043560402,-6.067672675721305,-2.391612875270411,-2.2930511977343713,-6.045591374713101,-5.0335421235553,-6.260163588966471,27,-0.0173,0.0117,0.0028
-3.0108915288714186,-3.9920732043820877,-3.520626980720589,-0.04805863110960118,-1.894219987516017,-4.754942464536555,-2.1348997757176775,-3.1127483678918466,-4.836044628180517,-0.7373863351309922,-3.0145389147464456,-1.6447892454774262,-6.219395529366974,-3.956979824102916,-2.3529155190347133,-3.1703166404652876,21,-0.0145,0.0082,0.0022
-5.678594754049158,-5.50615929728427,-5.948395938820168,-0.029863526909927884,-5.004777147520564,-5.632388384792897,-3.155205586910732,-4.622985539543841,-6.104872932999044,-5.938472116695941,-5.641586882380295,-4.339060961613697,-1.965003916925106,-5.334280360871453,-5.201527096046611,-0.13255107038418146,33,-0.0089,0.0076,0.0013
-5.752091637079744,-6.2339286350674,-0.6396531500590914,-0.3356927455732617,-4.918406959309493,-4.168418267720483,-2.8190237550375485,-3.4248165084959297,-1.3805833699676313,-3.7081126766202175,-4.364219740374409,-3.0104396394309276,-1.1410792228009967,-0.8862911137386078,-3.745843403226189,-4.513244911960825,36,-0.0116,0.0119,0.003
-0.22264395817320448,-5.9023433008244375,-0.6652307409539162,-1.0507261065536788,-5.7326518504366675,-0.32385968581388624,-4.123445266277628,-5.825471035015909,-1.0440139251396232,-1.3802337640812539,-0.18841912319467724,-4.909656223065106,-2.9917537122836784,-0.1059509326206296,-5.673480071102791,-1.28379887141638,33,-0.008,0.0104,0.0046
-4.410620203409277,-1.3302090845533883,-0.8934297016485004,-4.798245350680833,-1.0736678275079896,-2.2502819142152575,-4.439075027426803,-0.37811834816296397,-2.15968186024552,-5.221641267076166,-0.48788816264785595,-6.101390736822339,-6.264801157786131,-1.2530032574376548,-0.8614351343982669,-2.9110467736961994,9,-0.0056,0.0144,0.005
-5.153194908372967,-5.769010946586981,-5.461781681550937,-1.4170278319828853,-1.9935074572265563,-0.6751498829671334,-3.5460123227818983,-4.547536856387275,-0.26250665240104354,-1.81348854499997,-3.7342420811114536,-3.0232022322850582,-1.5116385175765785,-6.268651213269571,-4.015273845566242,-3.7412011721506033,23,-0.0021,0.0165,0.0049
-0.6027882181424005,-1.2397576352093829,-1.379350382834108,-2.9185472294223125,-3.2075909372395373,-2.73799028946042,-5.436293166109145,-0.19238790787559878,-2.0240277563788354,-3.562999379375995,-4.763729778221126,-4.795303137467442,-3.144858674162762,-1.967250729804725,-5.648504553857563,-3.2066509926782487,24,-0.0109,0.013,0.0033
-2.3297010949945474,-4.265478286917613,-4.180085015201637,-3.266467245607366,-1.386830980848785,-1.2897717465484106,-1.9469689920534634,-2.9961471683792453,-3.6490876845148037,-6.14810867590699,-2.8684744917116944,-1.9429334573072339,-6.259905904148425,-4.404084365950965,-1.980741844188433,-1.6638461940580243,2,-0.0125,0.0091,-0.0001
-4.092490023102673,-4.905015256111071,-4.373240486764471,-0.0776626431039027,-0.6597780500261621,-5.596589248184095,-2.475356837210846,-3.3705110045946256,-5.432662063510968,-0.5891677774742732,-2.7369812563059455,-1.8621375926923918,-0.2915256175574896,-4.916276590483079,-2.7956004769407627,-2.937211672779057,22,-0.0135,0.0088,0.0011
-4.120135855103783,-0.2536369233017126,-0.3978558581165377,-5.0807617900095785,-3.392026442609037,-3.1378157862967484,-4.047349855208637,-4.8534703164702435,-5.2330495162893556,-1.8310175542169418,-4.789693090416911,-3.6356366538701437,-2.043156466071263,-0.6225227867470053,-3.7132943248661974,-3.3017891160042616,3,-0.0142,0.0061,-0.0021
-6.0001711448559725,-0.8210046750779867,-0.7432236348456254,-6.21885879038787,-5.786853243649674,-0.031845211494051284,-3.3207047351128764,-5.380949385493835,-0.05283525042052162,-0.8388500415365598,-5.974685580999392,-1.949052668445674,-2.3551198251178818,-0.1149584743864338,-5.202277573118295,-5.8117115400593775,30,-0.0117,0.0048,-0.0013
-5.9304359831011695,-0.9462350429898336,-2.1765815237688955,-3.738071333836464,-5.361915958509648,-5.042089476400228,-4.046690337134784,-0.8646939967073806,-1.916275410903559,-5.787942284742591,-0.3515491949571157,-6.074328819050905,-4.847653212932968,-1.3829690481855934,-0.6806133186167465,-3.178725881913678,11,-0.0076,0.0079,-0.0048
-0.5750491749554634,-0.05183506782341851,-5.803078868828694,-0.1790727060329047,-1.5530932013685046,-0.8888121344250663,-1.3579860329620317,-4.516839821223009,-5.576477628698427,-1.8878719615617143,-3.2317920951160133,-3.0187077286777395,-1.2755449599416835,-5.18974346824664,-3.893153161746909,-0.2758642134909337,14,-0.0121,0.0025,-0.0059
-2.6334299319294097,-2.8036836051309635,-1.5364660728191772,-2.302469480607787,-3.4446118715937857,-3.0038052323094107,-2.7327878034819832,-0.18140345469034003,-1.2218426845741135,-4.035105629007333,-5.350623170733584,-4.9845631223712985,-3.1775609545791355,-0.7353527308933536,-5.817375871593974,-1.9638260682002944,13,-0.0043,0.0076,-0.0056
-3.4825570890750015,-5.016614486305542,-4.602201085725824,-4.544081142201652,-1.5990368756512154,-3.2681092775051823,-2.8690296179996935,-3.4223126868316953,-4.136545416643315,-1.1803025798629108,-3.3345437656885153,-2.9350682903828584,-0.5773691390264304,-4.4624609310614005,-3.0849456408013083,-3.054665413501361,0,-0.0053,0.0034,-0.0042
-4.7400843754979824,-4.961029371620381,-5.667276693935758,-4.9222646218181385,-4.894304490734704,-4.934436770437124,-0.952007436281967,-3.316953514389901,-4.427657183893686,-5.802140611105436,-4.6463874229707045,-0.3918850065389208,-0.9009810573012231,-4.670921733534762,-3.737962206266438,-4.563373662442039,28,-0.0034,0.0073,-0.0011
-2.862711832131996,-3.150637691597744,-2.5425197881132853,-3.7910043029646907,-2.8519180059782983,-3.1824888312651325,-2.4733327578625364,-1.8114979658835253,-2.8073521123744953,-5.902873452328073,-0.5605477594079744,-6.107148356876635,-5.4755534915605395,-2.5557697210827612,-1.3663536681786113,-2.8003216657081964,19,0.0003,0.009,-0.003
-4.148203243648503,-4.381850372338988,-6.194671398438167,-5.334050255549826,-5.164659962806006,-5.175966881269126,-1.655800009540748,-3.2973112231435593,-4.4614608122251695,-6.143051868469492,-5.6955629754590475,-1.1048167603987693,-1.304312706467428,-4.685670321208285,-4.082658756195226,-5.875536292523645,26,0.0019,0.0082,-0.0028
-4.219285850706044,-3.256448757578301,-3.1160613652768347,-3.6836850019026652,-5.684188903983184,-4.056387093479998,-5.330882844951795,-1.8243392098169053,-2.8622400913253188,-5.246148427781179,-0.5666305140616572,-0.44928776444193375,-5.084235239797465,-2.76419059418361,-1.2983946532753627,-4.853462729321826,14,0.0015,0.0067,-0.0026
-5.029769726988963,-4.619381422392312,-4.509198913461535,-5.23863571698779,-4.17020212778263,-5.148759429410546,-0.4354082492171898,-4.233776180736562,-5.060313488035604,-1.7541095811162393,-2.3784578387329063,-2.3771791346465108,-1.4233266366988104,-4.777611896486505,-3.2791667414725225,-6.059406580439202,19,0.0018,0.0063,-0.0018
-2.0025058306810024,-4.789654127188651,-4.609468615720536,-3.2274449099402815,-1.827680935595609,-2.450580107330474,-2.2005304453809273,-2.8940052210448286,-4.18855103387704,-6.253442437458126,-3.1469342521423016,-2.3964462413046945,-6.251122054923869,-4.145649651253187,-1.989876736990201,-0.9641848520559222,4,-0.0013,0.008,-0.0016
-4.916558036851821,-1.2984102075949906,-0.9103617775818424,-6.177344515302366,-5.044606537944752,-0.6263557229126278,-5.272495450704703,-6.029619028316851,-1.1749214806683383,-2.768075329534412,-0.3771248267645575,-5.9451456357689025,-3.051455886455848,-1.3271038517290492,-4.984584116148696,-3.9131422634760114,5,-0.0018,0.0081,-0.0021
-6.150933222323641,-4.040087825493671,-3.6806897567321197,-2.394841463605701,-3.8536864433654756,-5.405642389280061,-0.5225462391445319,-4.477578562956815,-5.291683035991319,-5.509873751679741,-2.790592920870928,-2.6760178164197015,-1.7585609655401662,-5.223103867370057,-3.597965619490708,-0.515423095654512,18,-0.0001,0.0076,-0.0041
-3.131233401672013,-4.21289592250346,-5.735677318845255,-1.0306010603302198,-1.3218578391886382,-2.819728405431647,-5.240972529831502,-1.9414525245059266,-2.6425237997333824,-5.134650244274496,-0.08895801327815178,-0.031566017461059914,-5.245166563466363,-2.5241518912491046,-0.8224437653313998,-3.999230072533642,19,0.0029,0.0051,-0.0068
-5.190110645742145,-3.1431139321512234,-2.3073057893934994,-5.525413644378741,-2.783552918663787,-4.3874995963116135,-0.4135677747654114,-3.9184548612285326,-4.57411194002691,-4.99834414954843,-2.660780286685686,-2.0480030927108928,-0.778233578215314,-4.450505159397949,-2.759595966637189,-5.813819440726714,18,-0.0003,0.0116,-0.0006
-4.432976736230778,-1.2334726114407033,-0.3087450030741081,-5.351151598408755,-4.551331986365355,-5.69697780350797,-3.9739622403637966,-5.120599375132272,-0.11900979195368677,-1.2684067461182593,-6.062450830635335,-4.605575614427387,-1.926975291700856,-6.069949792294722,-3.863034840235855,-3.1135630282021367,4,-0.0025,0.0106,0.0006
-2.6980577107604944,-1.5894598799686186,-5.014764414651141,-4.713975881306954,-5.624649935527756,-2.6112728837657997,-4.3337482908674545,-0.8144257723146495,-1.6110331893738845,-2.359096318151856,-5.535082044158607,-5.730457307294444,-3.695815867185857,-1.6312745319324193,-6.246594663237133,-3.3287018691560846,15,-0.005,0.0132,0.0023
-0.24233496423780565,-5.2443698521013395,-1.4573882485559793,-3.962913868783552,-4.795799758521412,-0.212616986875787,-4.310333938120451,-5.7731376799794845,-0.2263742873907546,-2.6083689879393575,-6.164820950988869,-4.094434644309395,-2.810220021613347,-0.016409610900272042,-5.076876496268348,-1.356995564695417,20,-0.0093,0.0117,0.0035
-2.183908299935183,-4.055267931417582,-4.016047498507696,-2.4669647624451656,-1.5616038103458862,-2.161096334382897,-0.86968753192793,-1.7750434350124564,-2.5818837870964515,-5.3266441547294505,-2.7344902051867805,-2.007677077606516,-5.453701792205791,-2.7476685574027826,-1.1950954225479862,-0.023492853126242608,1,-0.0056,0.0108,0.0042
-4.664158303905701,-3.7970071563422856,-1.8522212157752413,-6.015557705134512,-6.066176502839603,-4.375206174096419,-1.8888289387340933,-2.9382498584021803,-4.225385347435278,-5.345405378965594,-5.798580725849362,-1.4332705508185555,-0.8487287207219865,-4.919214529254816,-4.889585228034488,-5.938810410721594,26,-0.0038,0.0177,0.0057
-3.7725236554054433,-3.867627709806193,-0.36269380092364223,-0.3228412938802556,-1.931327464352087,-3.3536581802087895,-6.205409581334166,-1.9816268528364347,-3.9201760863710575,-4.035667608120079,-2.8670631809900797,-2.3979126755572295,-1.822410003644471,-3.441601043006095,-3.890958972658318,-5.4583820239256085,10,-0.0097,0.012,0.0059
-0.5207843828352239,-1.0859881546591907,-2.6247103174508517,-1.1613044125785308,-0.3440608697006553,-1.4442903564697644,-6.046216963792226,-1.0749198445152857,-2.3198258223984567,-4.377757674347961,-3.8350602337027766,-1.4126859984772153,-4.710717921422585,-3.954808163560614,-6.138838014997155,-5.872616276588591,5,-0.0076,0.011,0.0056
-0.27855684723588325,-3.8619493853612354,-3.9470497059385785,-5.484571690837949,-1.8456205927763278,-4.656443838499065,-6.069686606455697,-2.933630620140285,-4.085178507030761,-5.482602917155631,-1.8341622461811369,-2.36065111368454,-0.7529009442874788,-4.700035720018157,-2.7923311735741905,-6.252280458497442,15,-0.0054,0.0099,0.0047
-2.7700166607721677,-1.6004677338329074,-3.3976269377574475,-1.7703196152392238,-0.9560452207874235,-1.8992091257833934,-5.123599179638944,-0.26659870215593173,-1.9339075142331126,-2.4765641248955887,-1.963231413131794,-4.364580775957478,-4.729779047464554,-2.5602919619275823,-0.943801955012507,-3.997420992157682,29,0.0004,0.0119,0.0051
-1.3392608258468535,-1.1114348831073144,-0.322793060288749,-3.7991882500787444,-5.727611094282352,-1.7746226350321237,-2.9359669044811625,-3.3637638444301885,-1.5358976769304462,-1.6126808132399333,-6.082752958344834,-5.6019367883907805,-4.342038347012796,-0.6298749059853463,-6.076303474647602,-2.407696279152372,10,-0.0107,0.0075,0.0053
